Title,Author(s),ID,Journal,BBCite,Topics,Cited (articles),Cited (cases),Accessed
The Case against Strategic Tax Law Uncertainty [article],"Osofsky, Leigh (Cited 77 times)",5914,"Tax Law Review, Vol. 64, Issue 4 (Summer 2011), pp. 489-538",64 Tax L. Rev. 489 (2010-2011),"Insurance, Insurance Law, Liability, Economics, Jurisprudence, Taxation-Federal Income",18,na,24
Some Realism about Responsive Tax Administration [article],"Osofsky, Leigh (Cited 77 times)",5914,"Tax Law Review, Vol. 66, Issue 1 (Fall 2012), pp. 121-[ii]",66 Tax L. Rev. 121 (2012-2013),Regulation,13,na,11
The Case for Categorical Nonenforcement [article],"Osofsky, Leigh (Cited 77 times)",5914,"Tax Law Review, Vol. 69, Issue 1 (Fall 2015), pp. 73-II",69 Tax L. Rev. 73 (2015-2016),"President/Executive Department, Administration Law, Deregulation, Police",13,na,14
"Who's Naughty and Who's Nice - Frictions, Screening, and Tax Law Design [article]","Osofsky, Leigh (Cited 77 times)",5914,"Buffalo Law Review, Vol. 61, Issue 5 (December 2013), pp. 1057-1118",61 Buff. L. Rev. 1057 (2013),"Economics, Jurisprudence, Taxation-Federal Income, Law and Economics, Securities",12,na,16
Concentrated Enforcement [article],"Osofsky, Leigh (Cited 77 times)",5914,"Florida Tax Review, Vol. 16, Issue 6 (2014), pp. 325-[ii]",16 Fla. Tax Rev. 325 (2014),"Law Enforcement and Corrections, Economics, Environment, Equity, Administration Law, Confessions",12,na,8
Unwinding the Ceiling Rule [article],"Osofsky, Leigh (Cited 77 times)",5914,"Virginia Tax Review, Vol. 34, Issue 1 (Summer 2014), pp. 63-108",34 Va. Tax Rev. 63 (2014-2015),"Partnerships, Investment, Real Estate",4,na,6
Simplexity: Plain Language and the Tax Law [article],"Blank, Joshua D. (Cited 166 times); Osofsky, Leigh (Cited 77 times)",5914,"Emory Law Journal, Vol. 66, Issue 2 (2017), pp. 189-264",66 Emory L.J. 189 (2016-2017),"Plain Language, Tax Policy, Taxation-Federal, Property, Costs",3,na,48
Solving Section 734(b) [article],"Osofsky, Leigh (Cited 77 times)",5914,"Tax Lawyer, Vol. 60, Issue 2 (Winter 2007), pp. 473-502",60 Tax Law. 473 (2006-2007),Partnerships,1,na,3
Regulating by Example [article],"Morse, Susan C. (Cited 112 times); Osofsky, Leigh (Cited 77 times)",5914,"Yale Journal on Regulation, Vol. 35, Issue 1 (Winter 2018), pp. 127-180",35 Yale J. on Reg. 127 (2018),"Consumer Protection Law, Marketing, Trade Regulation, Regulation, Banking and Finance, Tax Policy",1,na,78
Hypersalience and Why Understanding Behavioral Tax Law and Economics Means Understanding Tax [reviews],"Osofsky, Leigh (Cited 77 times)",5914,"Jotwell: The Journal of Things We Like (Lots), Vol. 2012, pp. [90]-[91]",2012 Jotwell: J. Things We Like [90] (2012),"Economics, Law and Economics, Sales, Taxation-Federal Income",na,na,na
"IRS as Tax Law Nonenforcer, The [reviews]","Osofsky, Leigh (Cited 77 times)",5914,"Jotwell: The Journal of Things We Like (Lots), Vol. 2014, pp. [312]-[313]",2014 Jotwell: J. Things We Like [312] (2014),"Rule of Law, Voting, Bankruptcy, Bankruptcy Law, Economics, Equity",na,na,na
A New Tax Policy Criterion: Stability [reviews],"Osofsky, Leigh (Cited 77 times)",5914,"Jotwell: The Journal of Things We Like (Lots), Vol. 2015, pp. [246]-[247]",2015 Jotwell: J. Things We Like [246] (2015),"Tax Policy, Economics, Equity, Politics",na,na,na
Real-World Tax Screening [reviews],"Osofsky, Leigh (Cited 77 times)",5914,"Jotwell: The Journal of Things We Like (Lots), Vol. 2016, pp. [452]-[453]",2016 Jotwell: J. Things We Like [452] (2016),"Taxation-Federal Income, Elections, Jury, Jury Instructions",na,na,na
Beyond the Tax Loophole Rhetoric [reviews],"Osofsky, Leigh (Cited 77 times)",5914,"Jotwell: The Journal of Things We Like (Lots), Vol. 2017, pp. 1-2",2017 Jotwell: J. Things We Like 1 (2017),"Law and Society, Politics, Tax Policy, Taxation-Federal, Corporations, Small Businesses, Taxation-Federal Income, Legislation",na,na,2
Fleshing out Centralized Review of Tax Regulations [reviews],"Osofsky, Leigh (Cited 77 times)",5914,"Jotwell: The Journal of Things We Like (Lots), Vol. 2018, pp. 1-2",2018 Jotwell: J. Things We Like 1 (2018),"Agency, Administration Law",na,na,3
Presumptive Collection: An Innovative Proposal for a Notoriously Difficult Problem [reviews],"Osofsky, Leigh (Cited 77 times)",5914,"Jotwell: The Journal of Things We Like (Lots), Vol. 2013, pp. [145]-[146]",2013 Jotwell: J. Things We Like [145] (2013),"Tax Policy, Taxation-State and Local, Taxation-Federal, Law and Society, Psychiatry and Psychology",na,na,na
